ACCIDENT NO,ACCIDENT DATE,ACCIDENT TIME,ACCIDENT TYPE,ACCIDENT TYPE DESC,DAY OF WEEK,DAY WEEK DESCRIPTION,DCA CODE,DCA DESCRIPTION,DIRECTORY,EDITION,PAGE,GRID REFERENCE X,GRID REFERENCE Y,LIGHT CONDITION,LIGHT CONDITION DESC,NODE ID,NO OF VEHICLES,NO PERSONS,NO PERSONS INJ 2,NO PERSONS INJ 3,NO PERSONS KILLED,NO PERSONS NOT INJ,POLICE ATTEND,ROAD GEOMETRY,ROAD GEOMETRY  DESC,SEVERITY,SPEED ZONE
12000006261,4/2/2000,12.00.00,1,Collision with vehicle,6,Friday,122,LEFT THROUGH                        ,MEL,40,2C,H,11,1,Day,127775,2,2,1,0,0,1,2,5,Not at intersection,2,70
12000006267,5/2/2000,13.45.00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH                        ,MEL,40,2L,G,9,1,Day,127774,2,2,1,0,0,1,2,5,Not at intersection,2,60
12000006269,1/2/2000,11.40.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2P,C,1,1,Day,40093,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000006271,5/2/2000,01.00.00,2,Struck Pedestrian,7,Saturday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,MEL,40,59,E,7,3,Dark Street lights on,127770,1,2,1,0,0,1,1,5,Not at intersection,2,60
12000006276,8/2/2000,15.15.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,42,F,10,1,Day,127764,2,4,0,1,0,3,1,5,Not at intersection,3,60
12000006289,3/2/2000,19.55.00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,2T,H,9,1,Day,127766,1,1,0,1,0,0,1,5,Not at intersection,3,60
12000006293,7/1/2000,12.00.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2L,E,4,1,Day,127603,2,2,0,1,0,1,2,5,Not at intersection,3,60
12000006308,10/2/2000,13.15.00,1,Collision with vehicle,5,Thursday,140,U TURN                           ,MEL,40,2B,C,8,1,Day,36225,2,2,0,1,0,1,2,2,T intersection,3,60
12000006311,3/2/2000,18.00.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2J,F,9,1,Day,127763,2,3,0,2,0,1,2,5,Not at intersection,3,60
12000006314,11/2/2000,21.20.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,1B,V,5,3,Dark Street lights on,45921,3,4,0,1,0,3,1,2,T intersection,3,60
12000006319,3/2/2000,09.25.00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.                         ,MEL,40,2C,B,12,1,Day,36514,3,3,0,1,0,2,2,1,Cross intersection,3,60
12000006341,8/2/2000,20.50.00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,2B,H,1,3,Dark Street lights on,127816,1,1,0,1,0,0,1,5,Not at intersection,3,60
12000006344,5/2/2000,09.35.00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,30,F,12,1,Day,127820,1,3,3,0,0,0,1,5,Not at intersection,2,70
12000006345,7/2/2000,08.10.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2L,A,6,1,Day,37592,2,2,0,2,0,0,1,1,Cross intersection,3,60
12000006352,13/02/2000,11.40.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2L,D,10,1,Day,37621,3,6,4,0,0,2,1,1,Cross intersection,2,60
12000006356,8/1/2000,09.00.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,59,B,8,1,Day,91381,2,3,1,0,0,2,2,5,Not at intersection,2,60
12000006363,4/2/2000,22.45.00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,68,C,4,3,Dark Street lights on,41318,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000006367,14/02/2000,11.50.00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,97,B,1,1,Day,127861,1,2,1,0,0,1,1,5,Not at intersection,2,60
12000006371,14/02/2000,07.57.00,2,Struck Pedestrian,2,Monday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,MEL,40,68,K,8,1,Day,41476,2,2,0,1,0,1,1,2,T intersection,3,60
12000006375,15/02/2000,18.25.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2B,G,4,1,Day,36335,2,3,0,1,0,2,2,1,Cross intersection,3,60
12000006391,3/2/2000,11.30.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2G,F,12,1,Day,127815,3,5,0,1,0,4,1,5,Not at intersection,3,60
12000006392,11/2/2000,08.05.00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2K,B,2,1,Day,37507,1,2,0,1,0,1,1,1,Cross intersection,3,60
12000006399,12/2/2000,10.25.00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,59,E,4,1,Day,10735,2,2,0,1,0,1,1,5,Not at intersection,3,100
12000006402,12/2/2000,15.07.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,77,F,9,1,Day,42197,2,3,0,1,0,2,1,1,Cross intersection,3,80
12000006405,12/2/2000,00.04.00,1,Collision with vehicle,7,Saturday,140,U TURN                           ,MEL,40,2B,K,9,4,Dark Street lights off,127851,2,6,1,0,0,5,1,5,Not at intersection,2,60
12000006411,14/02/2000,16.30.00,1,Collision with vehicle,2,Monday,140,U TURN                           ,MEL,40,1C,J,10,1,Day,36879,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000006421,12/2/2000,07.05.00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,59,E,7,1,Day,127853,1,1,0,1,0,0,1,5,Not at intersection,3,60
12000006422,7/2/2000,10.40.00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,69,A,1,1,Day,127856,2,4,0,1,0,3,2,5,Not at intersection,3,100
12000006423,14/02/2000,09.00.00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.                         ,MEL,40,87,J,7,1,Day,70625,2,5,0,5,0,0,1,2,T intersection,3,60
12000006430,8/2/2000,15.00.00,1,Collision with vehicle,3,Tuesday,140,U TURN                           ,MEL,40,58,F,11,1,Day,127858,2,3,0,2,0,1,2,5,Not at intersection,3,60
12000006435,5/2/2000,23.40.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2L,E,5,3,Dark Street lights on,37610,3,3,1,0,0,2,2,1,Cross intersection,2,60
12000006521,10/2/2000,07.29.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2J,H,3,1,Day,37447,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000006523,17/02/2000,00.45.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,2L,E,5,3,Dark Street lights on,37610,2,4,2,0,0,2,1,1,Cross intersection,2,60
12000006609,6/2/2000,09.00.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,1D,V,5,1,Day,127729,2,2,1,0,0,1,1,5,Not at intersection,2,60
12000006613,7/2/2000,16.10.00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,87,G,11,1,Day,42841,1,2,0,1,0,1,1,1,Cross intersection,3,60
12000006614,7/2/2000,11.25.00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,67,K,8,1,Day,41261,1,2,0,1,0,1,2,1,Cross intersection,3,60
12000006622,23/01/2000,12.00.00,1,Collision with vehicle,1,Sunday,131,LEFT REAR                          ,MEL,40,92,K,9,1,Day,43214,2,4,0,1,0,3,2,2,T intersection,3,60
12000006626,9/1/2000,23.50.00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,1B,N,6,3,Dark Street lights on,231,1,1,0,1,0,0,1,1,Cross intersection,3,999
12000006629,2/2/2000,10.10.00,1,Collision with vehicle,4,Wednesday,136,RIGHT TURN SIDESWIPE                    ,MEL,40,76,G,10,1,Day,45933,2,4,1,0,0,3,1,2,T intersection,2,60
12000006634,15/02/2000,18.00.00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE                     ,MEL,40,2B,J,6,1,Day,36398,2,2,0,1,0,1,2,2,T intersection,3,60
12000006638,8/2/2000,09.00.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,77,G,3,1,Day,130265,3,3,0,1,0,2,1,5,Not at intersection,3,60
12000006642,15/02/2000,08.10.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,2G,K,6,1,Day,127720,2,3,0,1,0,2,1,5,Not at intersection,3,60
12000006644,10/2/2000,14.30.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,2B,G,6,1,Day,109,2,3,0,2,0,1,1,1,Cross intersection,3,60
12000006647,7/2/2000,07.15.00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,69,B,2,1,Day,45915,1,2,1,0,0,1,1,2,T intersection,2,60
12000006649,9/2/2000,23.05.00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,59,A,4,3,Dark Street lights on,40238,2,3,1,2,0,0,1,2,T intersection,2,60
12000006651,9/2/2000,18.15.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2K,F,1,1,Day,37570,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000006653,4/2/2000,07.00.00,1,Collision with vehicle,6,Friday,152,PULLING OUT (OVERTAKING)                  ,MEL,40,2K,G,1,1,Day,366,2,2,1,0,0,1,1,2,T intersection,2,60
12000006657,6/2/2000,03.07.00,2,Struck Pedestrian,1,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,2K,F,1,3,Dark Street lights on,29460,1,2,0,1,0,1,1,1,Cross intersection,3,70
12000006661,2/2/2000,23.00.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,2B,E,11,3,Dark Street lights on,36264,2,4,0,1,0,3,1,1,Cross intersection,3,60
12000006669,6/2/2000,18.20.00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,2L,D,2,1,Day,37605,3,1,0,1,0,0,1,2,T intersection,3,60
12000006700,8/2/2000,18.15.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,68,A,4,1,Day,41275,2,3,0,1,0,2,2,1,Cross intersection,3,60
12000006703,6/2/2000,13.45.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2L,J,9,1,Day,37697,2,3,0,2,0,1,2,2,T intersection,3,60
12000006705,12/2/2000,08.10.00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,2G,F,9,1,Day,76715,1,1,1,0,0,0,1,5,Not at intersection,2,60
12000006706,9/2/2000,16.00.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2C,K,2,1,Day,36705,2,2,0,1,0,1,2,2,T intersection,3,60
12000006713,7/2/2000,18.15.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2M,A,6,1,Day,37730,2,2,0,1,0,1,2,2,T intersection,3,60
12000006714,10/2/2000,08.20.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,67,G,7,1,Day,41200,2,3,0,1,0,2,1,1,Cross intersection,3,60
12000006716,2/1/2000,20.20.00,1,Collision with vehicle,1,Sunday,142,LEAVING PARKING                       ,MEL,40,2P,F,9,2,Dusk/Dawn,127636,2,3,0,1,0,2,2,5,Not at intersection,3,60
12000006722,17/02/2000,08.55.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,67,G,3,1,Day,41194,2,2,1,0,0,1,1,2,T intersection,2,60
12000006723,2/2/2000,15.10.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2C,A,7,1,Day,36458,2,3,0,1,0,2,2,2,T intersection,3,60
12000006725,17/02/2000,14.55.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,2K,F,1,1,Day,29460,2,2,1,0,0,1,1,2,T intersection,2,60
12000006745,3/2/2000,17.50.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,68,A,10,1,Day,41292,3,6,0,1,0,5,1,2,T intersection,3,60
12000006747,11/2/2000,00.50.00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,68,A,7,3,Dark Street lights on,127718,2,1,0,1,0,0,1,5,Not at intersection,3,60
12000006752,10/2/2000,18.15.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,97,C,3,1,Day,43305,2,3,0,1,0,2,2,2,T intersection,3,60
12000006767,19/01/2000,09.00.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2K,B,12,1,Day,130173,2,2,0,1,0,1,2,5,Not at intersection,3,60
12000006773,12/2/2000,15.00.00,1,Collision with vehicle,7,Saturday,162,ACCIDENT OR BROKEN DOWN                   ,MEL,40,87,A,5,1,Day,127712,2,4,0,3,0,1,2,5,Not at intersection,3,80
12000006816,15/02/2000,17.50.00,1,Collision with vehicle,3,Tuesday,136,RIGHT TURN SIDESWIPE                    ,MEL,40,2L,J,11,1,Day,35413,2,3,2,1,0,0,1,2,T intersection,2,60
12000006822,18/02/2000,20.10.00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,1C,K,12,3,Dark Street lights on,36909,1,1,0,1,0,0,1,1,Cross intersection,3,60
12000006870,13/02/2000,23.05.00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,58,F,8,3,Dark Street lights on,127699,3,4,0,2,0,2,1,5,Not at intersection,3,70
12000006880,20/02/2000,18.45.00,1,Collision with vehicle,1,Sunday,140,U TURN                           ,MEL,40,59,A,10,1,Day,40250,2,4,2,0,0,2,1,2,T intersection,2,70
12000006906,20/02/2000,19.00.00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,MEL,40,2L,C,11,1,Day,35408,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000006974,22/02/2000,15.30.00,1,Collision with vehicle,3,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,59,C,4,1,Day,40292,2,3,0,1,0,2,1,1,Cross intersection,3,60
12000006979,3/2/2000,17.30.00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.                         ,MEL,40,2B,G,4,1,Day,36335,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000006980,16/02/2000,22.40.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,2G,D,1,3,Dark Street lights on,36576,2,2,0,1,0,1,2,2,T intersection,3,60
12000006981,20/02/2000,12.35.00,2,Struck Pedestrian,1,Sunday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,MEL,40,2C,D,9,1,Day,127859,1,2,0,1,0,1,1,5,Not at intersection,3,60
12000006982,17/02/2000,07.45.00,2,Struck Pedestrian,5,Thursday,104,PED WALKING WITH TRAFFIC                  ,MEL,40,2B,E,8,1,Day,90,1,2,0,1,0,1,1,1,Cross intersection,3,60
12000006983,18/02/2000,17.45.00,1,Collision with vehicle,6,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,2C,E,7,1,Day,36592,2,2,1,0,0,1,2,2,T intersection,2,60
12000006984,15/02/2000,10.25.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,MEL,40,86,H,5,1,Day,42741,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000006985,2/2/2000,16.50.00,1,Collision with vehicle,4,Wednesday,152,PULLING OUT (OVERTAKING)                  ,MEL,40,87,G,10,1,Day,45900,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000006989,16/02/2000,08.00.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,29,K,11,1,Day,36044,2,2,0,1,0,1,2,1,Cross intersection,3,50
12000006991,16/02/2000,12.25.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,85,K,4,1,Day,42693,2,3,0,1,0,2,1,2,T intersection,3,60
12000006994,17/02/2000,20.20.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2C,G,2,2,Dusk/Dawn,35340,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000006995,16/02/2000,23.05.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,2E,H,12,3,Dark Street lights on,36813,2,5,3,1,0,1,1,1,Cross intersection,2,60
12000006999,16/02/2000,05.55.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2F,H,12,3,Dark Street lights on,36981,2,2,0,2,0,0,1,1,Cross intersection,3,60
12000007001,14/02/2000,16.55.00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,67,F,3,1,Day,127823,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000007002,4/2/2000,13.30.00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE                     ,MEL,40,69,D,4,1,Day,125901,2,2,0,1,0,1,2,5,Not at intersection,3,60
12000007005,16/02/2000,08.30.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,87,G,3,1,Day,101368,5,5,1,1,0,3,1,5,Not at intersection,2,70
12000007009,15/02/2000,16.25.00,1,Collision with vehicle,3,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,2G,F,12,1,Day,10724,2,2,0,1,0,1,1,5,Not at intersection,3,80
12000007014,16/02/2000,18.54.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2G,B,5,1,Day,35371,4,6,0,1,0,5,1,1,Cross intersection,3,60
12000007016,14/02/2000,18.10.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2B,D,10,1,Day,57448,2,2,0,1,0,1,1,1,Cross intersection,3,60
12000007018,8/2/2000,17.50.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2C,E,7,1,Day,45927,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000007020,18/02/2000,15.50.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,67,J,8,1,Day,127706,2,2,0,1,0,1,1,5,Not at intersection,3,70
12000007021,18/02/2000,08.25.00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1B,Q,9,1,Day,35366,2,3,0,2,0,1,2,1,Cross intersection,3,60
12000007022,11/2/2000,13.30.00,1,Collision with vehicle,6,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,2B,B,6,1,Day,5235,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000007025,17/02/2000,16.50.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2K,J,4,1,Day,127705,3,3,0,1,0,2,2,5,Not at intersection,3,60
12000007026,10/2/2000,20.20.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,1A,F,10,1,Day,29420,2,3,0,1,0,2,1,1,Cross intersection,3,60
12000007027,16/02/2000,18.00.00,1,Collision with vehicle,4,Wednesday,140,U TURN                           ,MEL,40,2P,B,1,1,Day,127703,2,4,0,1,0,3,2,5,Not at intersection,3,60
12000007028,14/02/2000,16.44.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,2C,B,5,1,Day,127772,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000007031,16/02/2000,18.30.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,76,G,3,1,Day,127702,2,3,0,2,0,1,2,1,Cross intersection,3,60
12000007033,13/02/2000,00.15.00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,59,K,12,3,Dark Street lights on,45905,1,2,1,0,0,1,1,2,T intersection,2,60
12000007038,13/02/2000,11.00.00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,MEL,40,59,H,7,1,Day,35514,2,5,0,3,0,2,1,1,Cross intersection,3,60
12000007039,11/2/2000,18.20.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,60,A,12,1,Day,40479,3,7,2,2,0,3,1,2,T intersection,2,60
12000007046,18/02/2000,17.35.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2G,E,1,1,Day,1592,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000007047,17/02/2000,11.15.00,1,Collision with vehicle,5,Thursday,140,U TURN                           ,MEL,40,2B,B,7,1,Day,5237,2,3,2,0,0,1,1,1,Cross intersection,2,60
12000007049,17/02/2000,09.05.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,1A,A,6,1,Day,36837,2,2,1,0,0,1,1,2,T intersection,2,60
12000007051,17/02/2000,17.45.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2K,A,9,1,Day,37503,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000007052,20/02/2000,10.20.00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,78,H,7,1,Day,42352,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000007053,13/02/2000,15.15.00,1,Collision with vehicle,1,Sunday,140,U TURN                           ,MEL,40,2P,G,3,1,Day,127863,2,2,0,1,0,1,1,5,Not at intersection,3,50
12000007054,20/02/2000,13.44.00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,2P,D,5,1,Day,127864,2,3,0,2,0,1,1,5,Not at intersection,3,60
12000007055,22/02/2000,10.15.00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,2L,D,11,1,Day,29466,1,2,1,0,0,1,1,1,Cross intersection,2,60
12000007056,21/02/2000,18.15.00,1,Collision with vehicle,2,Monday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,2P,C,3,1,Day,40096,2,2,1,0,0,1,1,1,Cross intersection,2,60
12000007059,14/02/2000,15.45.00,1,Collision with vehicle,2,Monday,140,U TURN                           ,MEL,40,2C,F,7,1,Day,127844,2,2,0,1,0,1,1,5,Not at intersection,3,60
12000007062,13/02/2000,13.05.00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,2C,H,7,1,Day,36694,1,4,2,2,0,0,1,2,T intersection,2,70
12000007068,15/02/2000,16.00.00,2,Struck Pedestrian,3,Tuesday,105,PED WALKING AGAINST TRAFFIC.                ,MEL,40,85,J,1,1,Day,127797,1,2,0,1,0,1,1,5,Not at intersection,3,60
12000007072,15/02/2000,19.10.00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,97,C,4,1,Day,35634,1,2,0,2,0,0,1,2,T intersection,3,60
12000007079,16/02/2000,14.05.00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,67,B,3,1,Day,41089,1,1,0,1,0,0,1,1,Cross intersection,3,60
12000007084,15/02/2000,11.15.00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR                          ,MEL,40,58,G,7,1,Day,29600,2,4,0,1,0,3,2,1,Cross intersection,3,60
12000007086,16/01/2000,18.00.00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,2M,C,10,1,Day,37748,2,2,0,1,0,1,2,1,Cross intersection,3,60
12000007098,11/2/2000,23.55.00,2,Struck Pedestrian,6,Friday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,MEL,40,59,A,7,3,Dark Street lights on,585,1,3,0,1,0,2,1,2,T intersection,3,60
12000007105,16/02/2000,10.55.00,1,Collision with vehicle,4,Wednesday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY)           ,MEL,40,2H,E,5,1,Day,37302,2,2,0,1,0,1,2,2,T intersection,3,60
12000007106,16/02/2000,09.36.00,5,collision with some other object,4,Wednesday,191,LOAD OR MISSILE STRUCK VEHICLE               ,MEL,40,77,F,9,1,Day,127800,2,4,0,1,0,3,1,5,Not at intersection,3,80
12000007114,9/2/2000,23.50.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,2G,H,1,3,Dark Street lights on,37052,2,3,1,2,0,0,1,1,Cross intersection,2,70
12000007118,9/2/2000,14.00.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2E,G,10,1,Day,127890,2,2,0,1,0,1,1,5,Not at intersection,3,100
